X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11
-0.28890917477433936,-0.9935339971032103,-0.9631739462647506,-1.0724005980031255,-1.5533135645525957,0.1976127115252988,0.23818931959856998,-1.4616105429671946,-3.671738450741929,-1.8844273483406035,-5.7736691880065,-2.2020491191146094
2.316974250357576,0.0875226655917911,3.7420604144176286,4.158857891305475,1.4311925362456657,3.5534926542318654,6.570351426266311,4.209053830110962,13.806718534355657,4.972323651631497,11.618642983910377,4.1058131900384485
0.6235985129855038,1.369994613722113,-0.13836586131581852,3.3523191672884396,1.2452357195208792,-1.0990789464157624,-2.7487728933614215,-2.41107858145857,-1.8289664535810857,1.5169430776035329,-0.10875344043469637,0.968039086905653
0.21979537321600792,0.6244605985705287,-0.41281064536665446,2.5916392350922894,1.0580096887902306,-0.41099689473037526,-0.28580557886004154,1.2165377992373556,-2.9634824357127045,1.1269345232302022,4.090089033737602,0.08929706714825358
-1.1646326082953993,0.9496466455138117,-0.30803769069310216,-4.859192442572967,-2.3409259240605182,-1.3003802003843767,-1.5011976216316287,-3.23890004181168,-7.157663442297381,1.3476111620937985,-8.517955049381905,-2.896840171357892
-1.164787217839572,0.3820905346104576,-1.1455795725229894,-1.2119708634650133,-3.2433544325556256,-0.19115198617515172,-0.39131986272950764,0.4379428225994506,-4.933207281167446,-3.4361175370781276,-10.566476233697772,-2.324499824312274
-2.152724536860913,0.4854066555815871,-1.1152934209533127,-5.490371235867075,-1.465519503708673,-0.6317714760708578,-0.8428839337264016,-0.979797179889496,-4.255309453200593,-2.412257456995393,-7.606106542440902,-3.7742337512726483
1.3180836839199936,1.1986248074903345,-0.8581366127843792,3.3866463543549075,2.3323905280842205,-0.2269183606370367,-0.4905756230102593,2.1923420495064834,5.374387739683479,1.0320730174297021,4.435051997710306,1.1796763992697241
0.22593497306731905,-0.6944760276495379,0.17648840610084698,-0.7781128478562971,-1.287253526089271,-0.8224357343161811,0.1052747342928444,-1.213804705053117,-1.6332653469717986,-1.8871594413114159,-4.108145780749264,-1.1895127873708724
0.538102881144645,-0.021376940044431636,-2.2193890317719873,0.40488814285931873,0.7104901367641063,-2.2623227067787433,-3.983949894630246,-4.235105562956365,-8.007384257393829,-2.303911450046501,-2.4392746972096155,1.7247362025994377
-3.1900700101378696,-0.8154981451478903,-4.924317470641574,-6.4696299895500715,-3.576367975931268,-5.602140731462818,-8.70399020708862,-9.36131134218494,-31.755726758971193,-8.373247993469256,-22.643646023509383,-5.547772595073136
2.810410294598365,3.7024112368453888,4.184433606474161,8.283759735010257,6.213233227162065,2.2055589772998636,4.802899365605332,7.778260679381562,24.32664248995663,7.41116501767222,29.763287405705732,8.473497752004683
1.0932823627947297,2.1903166067604696,-0.30255196788789185,3.36788454370656,3.9517792795504323,-0.06402062756309415,-0.30983988234111715,2.2191626491417757,6.359465600974127,1.8423180671598098,13.250751739102949,6.668066273879873
-0.8564235230424074,-2.5401620219612746,-0.6973690165169292,-3.0498484488062108,-2.9845841817129,0.8174449532649882,0.6618157716875543,-3.2476264893288835,-3.1571230865539768,-1.4834571725903298,-12.972116419954126,-2.2823827958437164
-1.0115635927357869,0.5295843826357837,-1.098662010128124,-1.4627532802662089,-1.1325045799322688,-0.2883281750378773,-0.7152542312474277,5.074967210864768,1.7680445559281557,-0.8478205161351793,4.730538081822021,-1.5591235475520977
-1.0029139486435268,1.9004363769153103,-1.2594537900807277,-2.025665369458147,0.4474217888785966,-0.9345801535828868,-0.5872283495723003,0.9105108137428768,-2.4337801985153678,-2.9534679576574376,2.2604459493910287,-0.5143221598182913
-0.49678386249325435,-1.018459983218474,1.1643640845981125,-0.895708445343817,-1.8320680113541283,3.103132284672086,4.6718819599820565,3.2127995156679385,9.168180411470525,-1.3356556817239764,-0.6513577107933287,-4.44044060518736
0.05078065030090923,0.1460557370859568,-3.086300755200645,-0.3454860605354767,0.565604440782995,-1.3740380089847728,-2.3669794699868802,-1.5301595038448401,-5.881079493584828,-4.241860825723958,-0.16731136798471652,3.965581906770595
