X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29
-0.28890917477433936,-0.9935339971032103,-0.9631739462647506,-1.1809847695600455,-2.3868052276788427,-3.8668017585443986,-4.601350378769908,-7.3949200793087195,-6.34390889700385,-9.610328723138835,-28.13113427126795,-2.298741040774162,-44.79896138049574,-34.86181267411627,-49.75889700607268,-59.22707109275665,-19.531575807917754,-81.51221669033626,-273.8599496821183,-276.24851282955507,-161.1331468561242,-68.0517443645762,-82.62585254810199,-72.74979546901726,-380.5018858048545,-800.4728653097176,-2185.589722860799,-403.4035951485859,-5714.767330576716,-571.861688431164
2.316974250357576,0.0875226655917911,3.7420604144176286,4.214668944142368,5.912310691208177,8.411795616548872,9.565077028346524,18.199258388626916,13.907576787034579,14.03917273433433,62.460992459243094,5.095171463396545,103.41260690728419,70.85485014464393,113.3592134745049,113.17812917694745,32.54451149945663,165.40377294079735,588.9177371723478,546.6341854463411,333.0962474356706,162.11225018155537,159.1424160247997,166.85598043880367,879.1462519883501,1687.8821060629587,4571.927384442197,892.2212825444353,12089.318621401195,1247.3171120943111
0.6235985129855038,1.369994613722113,-0.13836586131581852,1.2119048399729726,0.5962042613651514,3.374607312209148,1.4513090084496258,6.329252716865419,1.493175363718801,3.2176139454251755,12.028540250489243,0.41798528918515176,17.218022666512773,17.3885364426462,26.363486855469333,22.151874531412677,6.234588889050034,38.88344352100441,129.9132060747188,123.9753142814072,68.77970802002055,25.88883258049671,29.17319851755463,34.28676884762641,169.500259872554,369.5078683417653,998.1132546092942,181.31190957424377,2599.1637469472093,242.31560661533737
0.21979537321600792,0.6244605985705287,-0.41281064536665446,1.4681571077858688,-0.14341005751834718,1.63764828187668,-0.9591511878789349,1.1703328910107968,2.085190807637342,1.799033717737252,6.219451560742694,1.1603147172223696,9.569190640523397,5.281592866598249,8.940109953076204,13.700017223036776,3.0038320972817933,15.946108730866937,53.98603762034812,57.61117478695444,33.34535110742172,11.22694612253115,18.410100667927914,15.18636977320454,75.62060668600724,164.39527697444043,449.543330393668,78.51183191848925,1159.5666354670511,115.26400823781528
-1.1646326082953993,0.9496466455138117,-0.30803769069310216,-0.30183808388468725,-1.6900665633373355,-0.6946764587655674,-2.3497257020680413,-1.947630170824603,-6.3712882987806605,-2.431912535982551,-17.38129428009447,-2.941036866387766,-31.06553286626891,-11.714207640022863,-27.196479784714647,-29.724457409064524,-4.793291508904683,-40.08976692493019,-143.89731790985863,-125.32009855717338,-74.58658569870214,-49.03626929193599,-47.62182077536476,-42.177097967388804,-240.94146279630908,-394.49431401690146,-1063.326106285299,-229.01748551423898,-2870.5685237561715,-342.321380757498
-1.164787217839572,0.3820905346104576,-1.1455795725229894,-5.6910618317692485,-4.924957936474745,-11.375014373406593,-8.562066377748767,-21.52526504830357,-14.713477788279583,-21.222461655517534,-65.62153312601757,-4.938478014100755,-107.16326466061973,-82.31934126218758,-119.6150907766714,-130.08369771531608,-41.00983824275806,-183.62691736295935,-637.9615391218981,-627.854555810602,-373.2037153541651,-166.10582351009268,-184.38785785282352,-175.69091127241916,-914.5039022389741,-1856.1506402308944,-5064.702231605901,-951.6747848159252,-13284.989365296926,-1346.935983848763
-2.152724536860913,0.4854066555815871,-1.1152934209533127,-3.2211438357926196,-7.014755276721781,-5.279386694463295,-10.465644654843347,-14.042942764066076,-16.436023971292585,-9.652891566722287,-60.943718395908135,-6.300605887641842,-100.46073944935546,-51.29015561875022,-107.22534891498469,-107.27202787549881,-24.88363790387906,-153.46015960395087,-552.9619379880454,-483.49364534125897,-289.4804558853572,-159.29469111601716,-152.83850426382605,-157.80959480309116,-850.114744814303,-1530.5434885146267,-4120.702452587164,-827.9459461908809,-10961.688271847084,-1192.0692154475473
1.3180836839199936,1.1986248074903345,-0.8581366127843792,-0.03234611681998567,1.29123195883142,0.014951117091360301,2.513264531760213,1.697840985577621,4.8126853596977055,-3.2634673417551765,15.354198074884959,3.674151519376488,23.79951912315598,0.31821224453653496,22.397867999962195,18.171239117003093,0.3822491409651907,33.28018047738058,121.20311229071613,76.8151314498386,42.76575927978904,36.61500012848312,27.41002894289695,39.126926057599476,202.8374015788689,299.4881620644065,773.9774846668648,170.9815315740748,2105.6459254103115,265.54646963674287
0.22593497306731905,-0.6944760276495379,0.17648840610084698,0.48579219837010407,1.000990098673385,1.1921966663373893,1.8510258962182584,2.7806703663635615,2.387063241362676,2.6976106457478446,6.375906143534672,0.06628614726361959,9.158902824493557,11.220782569500026,11.682539821293183,13.562464049343005,5.054454605363877,20.294817833919925,65.7412525737288,70.99569102845487,39.33143398888934,13.669096650741603,18.423737145870433,19.911598910126813,89.65228535267049,199.84275610935893,550.618748637572,98.59613126889403,1426.181543308144,133.66213661184733
0.538102881144645,-0.021376940044431636,-2.2193890317719873,0.3591725948658745,-1.6890863230542785,-0.28589419692477325,-2.5756040919662615,-0.32954397425413773,-2.1615656268072168,-0.9107920543378825,-7.756659333073829,-1.9964894591695823,-17.47135599336349,-9.182266624924724,-13.770413173264886,-15.39108976843331,-5.079842235848108,-22.049827790884226,-77.6358002318942,-72.49180387016243,-48.0398484761815,-29.51131896222959,-20.331873164884218,-18.366276647825554,-125.95461129704837,-223.3979244028828,-608.3041146090715,-125.90782701921813,-1635.427929087499,-181.9017626377602
